HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458857.68013,2020-01-09.1802862,br,1.52,15.663,14.995,0.118,3.646,0.395,g
2458857.68135,2020-01-09.1815067,br,1.50,15.724,14.938,0.106,3.846,0.373,g
2458860.66997,2020-01-12.1704260,br,1.45,15.778,14.846,0.093,4.182,0.355,g
2458860.67118,2020-01-12.1716446,br,1.51,15.880,15.142,0.111,3.186,0.323,g
2458860.67240,2020-01-12.1728568,br,1.49,15.721,15.066,0.120,3.415,0.374,g
2458861.30311,2020-01-12.8036298,bn,1.62,16.535,14.833,0.046,4.238,0.177,g
2458861.30432,2020-01-12.8048388,bn,1.59,16.624,14.924,0.046,3.895,0.163,g
2458861.30552,2020-01-12.8060467,bn,1.59,16.607,14.979,0.049,3.703,0.166,g
2458865.54428,2020-01-17.0452177,bj,2.09,16.058,14.800,0.069,4.366,0.274,g
2458865.54549,2020-01-17.0464324,bj,2.07,16.029,14.846,0.074,4.184,0.282,g
2458865.54671,2020-01-17.0476495,bj,2.07,16.089,14.983,0.079,3.686,0.267,g
2458866.54461,2020-01-18.0456535,bF,1.59,16.407,14.913,0.055,3.932,0.199,g
2458866.54587,2020-01-18.0469196,bF,1.55,16.508,15.045,0.057,3.484,0.181,g
2458866.54713,2020-01-18.0481797,bF,1.59,16.498,14.933,0.052,3.861,0.183,g
2458867.54042,2020-01-19.0415601,bF,1.53,16.218,14.921,0.066,3.905,0.237,g
2458867.54168,2020-01-19.0428280,bF,1.52,16.481,14.962,0.054,3.758,0.186,g
2458867.54296,2020-01-19.0441027,bF,1.51,16.605,14.973,0.049,3.724,0.166,g
2458868.54207,2020-01-20.0433136,bj,1.55,16.029,14.806,0.071,4.343,0.282,g
2458870.57327,2020-01-22.0747106,bF,1.60,99.990,99.990,99.990,99.990,99.990,g
2458870.57457,2020-01-22.0760039,bF,1.55,99.990,99.990,99.990,99.990,99.990,g
2458870.57585,2020-01-22.0772861,bF,1.47,16.231,14.762,0.059,4.519,0.244,g
2458872.52797,2020-01-24.0295944,bF,1.52,15.604,15.090,0.137,3.342,0.417,g
2458872.52923,2020-01-24.0308645,bF,1.58,15.665,15.046,0.124,3.480,0.394,g
2458872.53049,2020-01-24.0321164,bF,1.58,16.023,14.896,0.078,3.995,0.283,g
2458992.66804,2020-05-23.1720981,bn,1.51,16.424,14.925,0.055,3.894,0.196,g
2458992.66926,2020-05-23.1733096,bn,1.53,16.279,14.901,0.061,3.981,0.224,g
2458992.67048,2020-05-23.1745325,bn,1.48,16.322,14.908,0.059,3.952,0.215,g
2458993.66590,2020-05-24.1698851,bn,1.58,16.415,14.902,0.054,3.976,0.198,g
2458993.66714,2020-05-24.1711244,bn,1.57,16.317,14.977,0.064,3.708,0.216,g
2458993.66836,2020-05-24.1723427,bn,1.60,16.485,14.923,0.052,3.896,0.185,g
2458999.65584,2020-05-30.1593901,bn,1.68,16.520,14.947,0.051,3.811,0.179,g
2458999.65706,2020-05-30.1606097,bn,1.63,16.496,14.891,0.050,4.014,0.183,g
2458999.65828,2020-05-30.1618207,bn,1.63,16.512,14.799,0.045,4.369,0.181,g
2459003.64469,2020-06-03.1479134,bn,1.55,15.850,14.763,0.080,4.519,0.332,g
2459003.64597,2020-06-03.1491996,bn,1.56,15.882,14.939,0.092,3.843,0.323,g
2459003.64720,2020-06-03.1504274,bn,1.56,15.798,15.010,0.106,3.599,0.348,g
2459006.66325,2020-06-06.1662396,bn,1.46,15.503,14.987,0.136,3.675,0.457,g
2459006.66447,2020-06-06.1674517,bn,1.55,15.475,15.142,0.161,3.187,0.469,g
2459006.66569,2020-06-06.1686689,bn,1.51,15.477,14.795,0.117,4.387,0.468,g
2459009.66729,2020-06-09.1700181,bn,1.62,15.832,15.100,0.112,3.312,0.338,g
2459009.66850,2020-06-09.1712364,bn,1.65,15.824,14.932,0.096,3.865,0.340,g
2459009.66973,2020-06-09.1724628,bn,1.58,15.947,14.901,0.084,3.980,0.304,g
2459012.08988,2020-06-11.5924039,bB,1.99,15.798,14.898,0.096,3.990,0.348,g
2459012.09116,2020-06-11.5936884,bB,1.98,15.797,14.814,0.089,4.309,0.349,g
2459012.09245,2020-06-11.5949777,bB,1.99,15.840,15.311,0.135,2.726,0.335,g
2459019.09106,2020-06-18.5929518,bB,2.04,16.925,15.023,0.038,3.557,0.124,g
2459019.09238,2020-06-18.5942768,bB,2.05,16.904,15.042,0.039,3.492,0.126,g
2459019.09372,2020-06-18.5956103,bB,2.04,16.880,14.816,0.033,4.304,0.129,g
2459022.08098,2020-06-21.5825916,bB,2.09,16.852,14.828,0.034,4.255,0.132,g
2459022.08231,2020-06-21.5839208,bB,2.08,16.701,14.990,0.045,3.663,0.152,g
2459022.08362,2020-06-21.5852357,bB,2.07,16.774,14.951,0.041,3.798,0.142,g
2459024.60689,2020-06-24.1082723,bn,1.70,16.538,14.971,0.052,3.732,0.177,g
2459024.60824,2020-06-24.1096138,bn,1.73,16.593,14.850,0.044,4.169,0.168,g
2459030.60525,2020-06-30.1060615,bn,1.59,16.630,14.869,0.043,4.099,0.162,g
2459030.60647,2020-06-30.1072729,bn,1.53,16.629,14.922,0.045,3.899,0.162,g
2459030.60768,2020-06-30.1084923,bn,1.51,16.614,14.923,0.046,3.898,0.165,g
2459030.94943,2020-06-30.4502023,br,1.54,15.291,14.630,0.119,5.104,0.557,g
2459030.95063,2020-06-30.4514123,br,1.51,15.022,14.735,0.168,4.635,0.712,g
2459030.95186,2020-06-30.4526295,br,1.52,15.263,14.760,0.138,4.531,0.570,g
2459033.58322,2020-07-03.0837442,bn,1.51,15.732,14.801,0.093,4.362,0.370,g
2459033.58444,2020-07-03.0849648,bn,1.49,15.723,14.728,0.088,4.665,0.374,g
2459033.58566,2020-07-03.0861805,bn,1.49,15.654,15.234,0.149,2.929,0.398,g
2459037.04256,2020-07-06.5427468,bB,1.80,15.968,15.222,0.110,2.959,0.298,g
2459037.04387,2020-07-06.5440625,bB,1.78,15.871,15.181,0.116,3.075,0.326,g
2459037.04520,2020-07-06.5453879,bB,1.82,15.955,14.862,0.080,4.125,0.302,g
2459040.04223,2020-07-09.5421295,bB,2.03,16.200,14.943,0.069,3.829,0.241,g
2459040.04355,2020-07-09.5434503,bB,2.05,16.215,15.047,0.075,3.476,0.237,g
2459040.04487,2020-07-09.5447703,bB,2.03,16.300,14.808,0.055,4.334,0.220,g
2459047.02045,2020-07-16.5196784,bB,1.79,13.787,99.990,99.990,5.967,2.226,g
2459047.02177,2020-07-16.5209902,bB,1.74,15.562,15.233,0.163,2.930,0.435,g
2459047.02307,2020-07-16.5223006,bB,1.75,16.067,14.974,0.080,3.719,0.272,g
2459048.01885,2020-07-17.5179718,bB,2.01,16.941,14.951,0.035,3.798,0.122,g
2459048.02015,2020-07-17.5192787,bB,2.01,16.864,14.895,0.036,4.001,0.131,g
2459048.02147,2020-07-17.5205938,bB,2.01,16.963,14.948,0.034,3.810,0.119,g
2459050.11046,2020-07-19.6093854,bB,1.78,16.984,14.904,0.032,3.968,0.117,g
2459050.11176,2020-07-19.6106892,bB,2.00,17.069,14.975,0.032,3.714,0.108,g
2459050.11307,2020-07-19.6119983,bB,2.02,17.071,14.952,0.031,3.798,0.108,g
2459053.53187,2020-07-23.0304717,bn,1.55,16.718,14.955,0.043,3.786,0.150,g
2459053.53310,2020-07-23.0316971,bn,1.58,16.570,14.886,0.046,4.031,0.172,g
2459053.53431,2020-07-23.0329120,bn,1.58,16.689,14.881,0.041,4.050,0.154,g
2459054.56635,2020-07-24.0648579,bn,1.55,16.778,14.880,0.038,4.058,0.142,g
2459054.56757,2020-07-24.0660765,bn,1.48,16.733,14.918,0.041,3.919,0.148,g
2459054.56879,2020-07-24.0672923,bn,1.49,16.741,14.840,0.038,4.208,0.147,g
2459058.51922,2020-07-28.0173586,bn,1.65,16.682,15.029,0.048,3.537,0.154,g
2459058.52044,2020-07-28.0185765,bn,1.70,16.758,14.864,0.038,4.113,0.144,g
2459058.52166,2020-07-28.0197935,bn,1.65,16.674,14.919,0.043,3.912,0.156,g
2459059.98585,2020-07-29.4838546,bB,2.06,16.897,14.955,0.037,3.785,0.127,g
2459059.98715,2020-07-29.4851532,bB,2.08,16.905,14.889,0.034,4.023,0.126,g
2459059.98844,2020-07-29.4864432,bB,2.06,16.938,14.851,0.032,4.167,0.122,g
2459061.50166,2020-07-30.9995304,bn,1.54,15.940,14.808,0.077,4.335,0.306,g
2459061.50288,2020-07-31.0007555,bn,1.58,15.962,14.914,0.084,3.927,0.300,g
2459061.50411,2020-07-31.0019822,bn,1.54,15.924,15.082,0.101,3.366,0.310,g
2459062.56288,2020-08-01.0606467,bn,1.66,16.111,14.926,0.074,3.887,0.261,g
2459062.56417,2020-08-01.0619376,bn,1.67,16.065,14.912,0.076,3.936,0.273,g
2459062.56539,2020-08-01.0631593,bn,1.64,16.147,15.108,0.084,3.288,0.253,g
2459064.48661,2020-08-02.9842096,bn,1.65,15.392,14.750,0.121,4.571,0.507,g
2459064.48806,2020-08-02.9856527,bn,1.74,15.155,14.944,0.181,3.822,0.630,g
2459064.48935,2020-08-02.9869454,bn,1.72,15.261,14.850,0.150,4.172,0.571,g
2459072.92788,2020-08-11.4247596,bB,1.73,16.439,15.103,0.064,3.300,0.193,g
2459072.92911,2020-08-11.4259975,bB,1.72,16.582,15.068,0.054,3.411,0.169,g
2459072.93036,2020-08-11.4272405,bB,1.76,16.514,14.873,0.048,4.083,0.180,g
2459074.92364,2020-08-13.4203606,bB,1.72,16.924,14.892,0.034,4.011,0.124,g
2459074.92488,2020-08-13.4215966,bB,1.78,16.889,14.886,0.035,4.032,0.128,g
2459074.92611,2020-08-13.4228311,bB,1.76,16.959,14.907,0.033,3.958,0.120,g
2459077.93356,2020-08-16.4300412,bB,2.05,17.080,14.893,0.029,4.007,0.107,g
2459077.93480,2020-08-16.4312855,bB,2.01,17.176,14.996,0.029,3.643,0.098,g
2459077.93604,2020-08-16.4325274,bB,2.01,17.076,14.970,0.031,3.733,0.108,g
2459079.78657,2020-08-18.2829083,br,1.61,16.179,14.914,0.068,3.931,0.245,g
2459079.78778,2020-08-18.2841222,br,1.64,16.245,14.907,0.064,3.954,0.231,g
2459079.78900,2020-08-18.2853417,br,1.59,16.228,14.825,0.060,4.266,0.235,g
2459080.88407,2020-08-19.3803351,br,1.42,16.712,15.000,0.045,3.631,0.151,g
2459080.88529,2020-08-19.3815521,br,1.43,16.667,15.003,0.047,3.622,0.157,g
2459080.88652,2020-08-19.3827858,br,1.37,16.741,14.935,0.041,3.855,0.146,g
2459081.86079,2020-08-20.3569819,br,1.42,16.404,14.904,0.055,3.966,0.199,g
2459081.86200,2020-08-20.3581944,br,1.38,99.990,99.990,99.990,99.990,99.990,g
2459081.86321,2020-08-20.3594031,br,1.37,16.534,14.978,0.052,3.708,0.177,g
2459086.48304,2020-08-24.9789070,bn,1.49,16.722,14.902,0.041,3.971,0.149,g
2459086.48426,2020-08-24.9801195,bn,1.47,16.522,15.007,0.054,3.606,0.179,g
2459086.48548,2020-08-24.9813482,bn,1.47,16.611,14.948,0.047,3.809,0.165,g
2459087.92021,2020-08-26.4159788,bB,2.14,16.816,14.936,0.039,3.850,0.137,g
2459087.92145,2020-08-26.4172231,bB,2.17,16.841,15.006,0.040,3.610,0.133,g
2459087.92269,2020-08-26.4184625,bB,2.17,16.734,14.975,0.043,3.715,0.147,g
2459088.96418,2020-08-27.4598890,br,1.38,99.990,99.990,99.990,99.990,99.990,g
2459088.96541,2020-08-27.4611155,br,1.41,99.990,99.990,99.990,99.990,99.990,g
2459088.99045,2020-08-27.4861519,br,1.48,15.463,14.891,0.129,4.015,0.474,g
2459090.91012,2020-08-29.4057001,bB,2.00,16.259,14.943,0.065,3.827,0.228,g
2459090.91136,2020-08-29.4069421,bB,1.74,16.216,14.882,0.064,4.046,0.237,g
2459090.91261,2020-08-29.4081839,bB,2.01,16.250,14.963,0.067,3.756,0.230,g
2459092.88300,2020-08-31.3784557,bB,1.60,15.884,14.894,0.088,4.003,0.322,g
2459092.88424,2020-08-31.3796974,bB,2.02,15.846,15.064,0.107,3.424,0.333,g
2459092.88547,2020-08-31.3809334,bB,2.01,15.790,15.044,0.110,3.485,0.351,g
2459101.02040,2020-09-08.5154237,bB,2.01,16.703,14.859,0.040,4.136,0.151,g
2459101.02164,2020-09-08.5166644,bB,2.00,16.653,14.901,0.044,3.978,0.159,g
2459101.02290,2020-09-08.5179190,bB,2.03,16.670,15.000,0.047,3.632,0.156,g
2459104.04604,2020-09-11.5409180,bB,1.97,17.115,14.950,0.030,3.803,0.104,g
2459104.04728,2020-09-11.5421571,bB,2.02,16.993,14.894,0.032,4.004,0.116,g
2459104.04852,2020-09-11.5434011,bB,2.02,17.026,14.876,0.030,4.071,0.113,g
2459105.95131,2020-09-13.4461061,bB,1.73,17.103,14.940,0.030,3.839,0.105,g
2459105.95256,2020-09-13.4473513,bB,1.75,17.124,14.865,0.027,4.110,0.103,g
2459108.89232,2020-09-16.3870043,bB,1.72,17.137,14.888,0.028,4.027,0.102,g
2459108.89356,2020-09-16.3882464,bB,1.76,17.082,14.929,0.030,3.874,0.107,g
2459108.89480,2020-09-16.3894870,bB,1.73,17.213,14.933,0.027,3.863,0.095,g
2459111.91020,2020-09-19.4047809,bB,2.12,15.779,14.965,0.104,3.750,0.355,g
2459111.91144,2020-09-19.4060200,bB,2.13,15.910,14.953,0.091,3.792,0.315,g
2459111.91268,2020-09-19.4072618,bB,2.08,16.493,14.874,0.049,4.078,0.184,g
2459113.87654,2020-09-21.3710542,bB,1.84,15.345,14.793,0.132,4.396,0.529,g
2459113.87778,2020-09-21.3722995,bB,2.01,15.286,99.990,99.990,2.464,0.558,g
2459113.87902,2020-09-21.3735379,bB,2.01,15.232,15.017,0.180,3.573,0.586,g
2459114.01359,2020-09-21.5081057,bB,2.08,16.893,14.865,0.034,4.113,0.127,g
2459114.01483,2020-09-21.5093442,bB,2.06,17.040,15.325,0.045,2.691,0.111,g
2459114.01608,2020-09-21.5105917,bB,2.08,17.032,14.854,0.029,4.153,0.112,g
2459117.41605,2020-09-24.9104855,bn,1.58,16.312,14.943,0.062,3.828,0.217,g
2459117.41726,2020-09-24.9116959,bn,1.57,16.394,14.947,0.058,3.816,0.201,g
2459117.41851,2020-09-24.9129459,bn,1.58,16.306,14.904,0.060,3.970,0.218,g
2459120.90554,2020-09-28.3999,bB,2.14,16.343,14.811,0.053,4.323,0.211,g
2459120.90679,2020-09-28.4011488,bB,2.15,16.345,14.927,0.059,3.885,0.211,g
2459120.90803,2020-09-28.4023903,bB,2.17,16.395,14.867,0.054,4.106,0.201,g
2459122.72589,2020-09-30.2202152,br,1.65,15.548,15.083,0.143,3.363,0.439,g
2459122.72711,2020-09-30.2214393,br,1.65,15.552,15.149,0.151,3.166,0.437,g
2459122.72832,2020-09-30.2226563,br,1.64,15.543,14.685,0.099,4.855,0.441,g
2459127.78594,2020-10-05.2802244,bB,2.20,99.990,99.990,99.990,99.990,99.990,g
2459127.78718,2020-10-05.2814627,bB,2.13,13.873,99.990,99.990,1.903,2.051,g
2459127.78842,2020-10-05.2827056,bB,2.11,13.891,99.990,99.990,2.488,2.016,g
2459128.83516,2020-10-06.3294344,bB,2.10,16.375,14.804,0.052,4.352,0.205,g
2459128.83641,2020-10-06.3306866,bB,2.14,16.357,14.916,0.058,3.922,0.208,g
2459128.83765,2020-10-06.3319273,bB,2.09,16.459,14.912,0.053,3.939,0.190,g
2459130.81832,2020-10-08.3125879,bB,1.81,17.061,14.945,0.031,3.820,0.109,g
2459130.81956,2020-10-08.3138284,bB,1.77,17.019,14.937,0.032,3.847,0.113,g
2459130.82079,2020-10-08.3150681,bB,1.80,17.060,15.010,0.033,3.597,0.109,g
2459131.88018,2020-10-09.3744483,br,1.42,16.371,14.865,0.055,4.110,0.206,g
2459131.88139,2020-10-09.3756667,br,1.43,16.313,14.948,0.062,3.806,0.217,g
2459131.88261,2020-10-09.3768806,br,1.40,16.362,14.956,0.060,3.780,0.207,g
2459132.87974,2020-10-10.3740137,br,1.41,16.582,14.831,0.044,4.241,0.169,g
2459132.88098,2020-10-10.3752567,br,1.41,16.564,14.839,0.045,4.212,0.172,g
2459132.88219,2020-10-10.376475,br,1.37,16.520,14.940,0.051,3.838,0.179,g
2459133.86462,2020-10-11.3589,br,1.41,16.552,14.948,0.050,3.809,0.174,g
2459133.86585,2020-10-11.3601276,br,1.37,16.534,14.959,0.051,3.774,0.177,g
2459133.86708,2020-10-11.3613591,br,1.33,16.730,14.983,0.044,3.688,0.148,g
2459135.99149,2020-10-13.4857762,bB,2.01,16.967,99.990,99.990,0.257,0.119,g
2459135.99273,2020-10-13.4870192,bB,1.99,16.724,14.834,0.039,4.232,0.152,g
2459135.99397,2020-10-13.4882608,bB,1.99,16.617,14.834,0.043,4.231,0.167,g
2459136.78330,2020-10-14.2776039,br,1.44,16.713,14.923,0.042,3.899,0.150,g
2459136.78452,2020-10-14.2788197,br,1.44,99.990,99.990,99.990,99.990,99.990,g
2459136.78574,2020-10-14.2800418,br,1.45,16.725,14.936,0.042,3.852,0.149,g
2459137.89614,2020-10-15.3904604,br,1.62,16.695,14.837,0.039,4.219,0.153,g
2459137.89736,2020-10-15.3916741,br,1.60,16.739,14.952,0.042,3.796,0.147,g
2459137.89858,2020-10-15.3928920,br,1.56,16.501,14.887,0.049,4.028,0.182,g
2459137.93322,2020-10-15.4275406,br,1.46,16.609,14.881,0.045,4.049,0.165,g
2459137.93444,2020-10-15.4287587,br,1.42,16.544,14.853,0.046,4.156,0.176,g
2459137.93566,2020-10-15.429975,br,1.44,16.642,15.095,0.053,3.329,0.160,g
2459139.78283,2020-10-17.2771651,br,1.59,16.704,14.893,0.041,4.007,0.151,g
2459141.93143,2020-10-19.4258023,bB,1.75,16.586,14.976,0.050,3.713,0.169,g
2459141.93268,2020-10-19.4270462,bB,1.76,17.024,14.897,0.031,3.991,0.113,g
2459141.93392,2020-10-19.4282850,bB,1.77,16.894,14.900,0.035,3.981,0.127,g
2459143.58271,2020-10-21.0771071,bj,2.14,16.453,15.033,0.059,3.525,0.191,g
2459143.58392,2020-10-21.0783223,bj,2.11,16.446,14.811,0.049,4.319,0.192,g
2459143.58513,2020-10-21.0795335,bj,2.12,16.364,14.840,0.054,4.210,0.207,g
2459147.84010,2020-10-25.3346030,bB,1.78,16.654,14.888,0.043,4.024,0.159,g
2459147.84134,2020-10-25.3358482,bB,1.74,16.491,14.947,0.053,3.811,0.184,g
2459147.84259,2020-10-25.3371004,bB,1.68,16.778,14.904,0.039,3.964,0.142,g
2459147.87136,2020-10-25.3658733,bB,2.02,16.720,14.935,0.042,3.855,0.149,g
2459147.87260,2020-10-25.3671163,bB,2.04,16.660,14.925,0.044,3.893,0.158,g
2459147.92597,2020-10-25.4204826,bB,2.16,16.615,15.013,0.050,3.588,0.164,g
2459147.92721,2020-10-25.4217229,bB,2.18,16.647,14.996,0.048,3.646,0.160,g
2459149.54388,2020-10-27.0384409,bF,1.55,15.988,14.942,0.084,3.832,0.293,g
2459149.54518,2020-10-27.0397398,bF,1.55,15.977,14.934,0.084,3.856,0.295,g
2459149.54647,2020-10-27.0410269,bF,1.54,16.053,14.924,0.077,3.896,0.276,g
2459150.55061,2020-10-28.0451930,bn,1.44,15.448,14.703,0.110,4.772,0.481,g
2459150.55183,2020-10-28.0464208,bn,1.61,15.502,14.886,0.124,4.032,0.458,g
2459150.55309,2020-10-28.0476769,bn,1.56,15.400,14.859,0.133,4.135,0.503,g
2459155.44771,2020-11-01.9424822,bn,1.47,15.646,14.793,0.100,4.393,0.401,g
2459155.44895,2020-11-01.9437219,bn,1.56,15.687,14.948,0.111,3.809,0.386,g
2459155.45017,2020-11-01.9449377,bn,1.61,15.818,14.945,0.098,3.820,0.342,g
2459155.88003,2020-11-02.3748262,bB,2.15,15.634,14.812,0.103,4.317,0.405,g
2459156.46369,2020-11-02.9585041,bn,1.53,15.693,14.687,0.087,4.847,0.384,g
2459156.46493,2020-11-02.9597412,bn,1.53,15.697,14.866,0.102,4.106,0.383,g
2459156.46615,2020-11-02.9609688,bn,1.60,15.751,14.820,0.093,4.286,0.364,g
2459156.53846,2020-11-03.0332833,bj,1.50,16.403,14.844,0.052,4.193,0.200,g
2459156.53969,2020-11-03.0345121,bj,1.55,16.441,14.873,0.052,4.082,0.193,g
2459156.54092,2020-11-03.0357398,bj,1.54,16.397,14.877,0.054,4.067,0.201,g
2459156.92982,2020-11-03.4246612,bB,1.71,16.281,14.906,0.062,3.960,0.223,g
2459156.93106,2020-11-03.4258962,bB,1.76,16.316,14.852,0.057,4.159,0.216,g
2459156.93230,2020-11-03.4271388,bB,1.72,16.488,14.931,0.052,3.869,0.185,g
2459157.48577,2020-11-03.9806282,bn,1.59,15.804,15.057,0.110,3.446,0.347,g
2459157.48698,2020-11-03.9818431,bn,1.56,15.628,14.916,0.114,3.923,0.407,g
2459157.48821,2020-11-03.9830650,bn,1.57,15.758,14.799,0.091,4.370,0.362,g
2459157.94846,2020-11-04.4433384,bB,1.78,16.342,15.192,0.076,3.044,0.211,g
2459157.94970,2020-11-04.4445781,bB,1.74,16.331,14.883,0.058,4.043,0.213,g
2459157.95095,2020-11-04.4458199,bB,1.73,16.421,14.815,0.050,4.304,0.196,g
2459158.94451,2020-11-05.4394280,bB,1.73,16.631,15.048,0.051,3.476,0.162,g
2459158.94575,2020-11-05.4406686,bB,1.76,16.602,14.872,0.045,4.085,0.166,g
2459158.94699,2020-11-05.4419140,bB,1.72,16.418,14.982,0.058,3.689,0.197,g
2459162.57184,2020-11-09.0669339,bj,1.62,16.559,15.063,0.055,3.426,0.173,g
2459162.57305,2020-11-09.0681543,bj,1.62,16.476,14.846,0.049,4.183,0.187,g
2459162.57428,2020-11-09.0693854,bj,1.63,16.481,14.810,0.047,4.324,0.186,g
2459165.93528,2020-11-12.4305680,bB,2.38,16.910,14.943,0.036,3.826,0.125,g
2459165.93656,2020-11-12.4318393,bB,2.38,16.842,14.869,0.036,4.097,0.134,g
2459165.93780,2020-11-12.4330832,bB,2.46,16.771,14.833,0.037,4.234,0.143,g
2459167.71947,2020-11-14.2148570,bB,2.29,16.953,14.879,0.032,4.057,0.121,g
2459167.72072,2020-11-14.2161002,bB,2.34,16.805,14.896,0.038,3.996,0.138,g
2459167.72196,2020-11-14.2173409,bB,2.34,16.938,14.987,0.036,3.676,0.122,g
2459168.82250,2020-11-15.3179531,br,1.61,16.607,14.924,0.046,3.895,0.166,g
2459168.82373,2020-11-15.3191780,br,1.57,16.720,14.914,0.041,3.930,0.149,g
2459168.82496,2020-11-15.3204056,br,1.65,16.537,14.906,0.049,3.957,0.177,g
2459170.72339,2020-11-17.2189666,bj,1.59,16.423,15.032,0.061,3.525,0.196,g
2459170.72461,2020-11-17.2201849,bj,1.57,16.445,14.900,0.053,3.981,0.192,g
2459170.72583,2020-11-17.2214023,bj,1.58,16.403,14.951,0.057,3.798,0.200,g
2459171.80549,2020-11-18.3011303,br,1.51,16.672,14.932,0.044,3.868,0.156,g
2459171.80671,2020-11-18.3023523,br,1.45,16.627,14.914,0.045,3.931,0.162,g
2459171.80793,2020-11-18.3035685,br,1.43,16.664,14.877,0.042,4.064,0.157,g
2459173.65376,2020-11-20.1495192,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459173.65497,2020-11-20.1507413,br,1.37,16.807,14.949,0.039,3.805,0.138,g
2459173.65621,2020-11-20.1519817,br,1.46,99.990,99.990,99.990,99.990,99.990,g
2459174.30693,2020-11-20.8027325,bn,1.46,16.634,14.964,0.047,3.755,0.162,g
2459174.30815,2020-11-20.8039521,bn,1.52,16.518,14.919,0.050,3.912,0.180,g
2459174.30936,2020-11-20.8051626,bn,1.50,16.626,14.976,0.048,3.715,0.163,g
2459174.45317,2020-11-20.9489841,bn,1.51,15.177,99.990,99.990,1.974,0.617,g
2459174.45438,2020-11-20.9501883,bn,1.46,15.047,14.954,0.201,3.789,0.696,g
2459174.45559,2020-11-20.9514040,bn,1.44,14.537,99.990,99.990,4.299,1.114,g
2459175.81926,2020-11-22.3151619,br,1.41,16.704,14.911,0.042,3.941,0.151,g
2459175.82047,2020-11-22.3163791,br,1.42,16.630,14.901,0.044,3.980,0.162,g
2459175.82169,2020-11-22.3176,br,1.43,16.725,14.937,0.042,3.847,0.149,g
2459177.67503,2020-11-24.1710621,bj,1.56,16.020,15.016,0.087,3.578,0.284,g
2459177.67626,2020-11-24.1722952,bj,1.54,15.978,15.052,0.093,3.462,0.295,g
2459177.67749,2020-11-24.1735230,bj,1.59,15.832,14.938,0.096,3.847,0.338,g
2459177.71178,2020-11-24.2078170,bF,1.48,15.996,14.938,0.083,3.844,0.290,g
2459177.71305,2020-11-24.2090959,bF,1.52,16.026,15.279,0.110,2.809,0.282,g
2459177.71436,2020-11-24.2104013,bF,1.58,15.987,15.273,0.114,2.825,0.293,g
2459182.77119,2020-11-29.2676056,bB,2.05,15.913,14.961,0.091,3.762,0.313,g
2459182.77243,2020-11-29.2688488,bB,2.04,16.045,15.049,0.088,3.470,0.278,g
2459182.77367,2020-11-29.2700902,bB,2.06,16.060,14.928,0.077,3.879,0.274,g
2459184.73985,2020-12-01.2364289,br,1.60,15.780,14.876,0.095,4.068,0.354,g
2459184.74107,2020-12-01.2376479,br,1.55,15.796,14.959,0.101,3.772,0.349,g
2459184.74229,2020-12-01.2388629,br,1.51,15.726,14.885,0.101,4.037,0.372,g
2459185.76151,2020-12-02.2581829,br,1.50,15.938,14.901,0.084,3.980,0.306,g
2459185.76275,2020-12-02.2594179,br,1.45,16.035,14.936,0.080,3.853,0.280,g
2459185.76398,2020-12-02.2606446,br,1.45,15.970,14.952,0.086,3.795,0.297,g
2459186.75671,2020-12-03.2534526,br,1.45,16.033,14.811,0.071,4.325,0.281,g
2459186.75793,2020-12-03.2546733,br,1.54,16.037,14.879,0.075,4.060,0.280,g
2459186.75916,2020-12-03.2559016,br,1.60,16.004,14.991,0.086,3.660,0.288,g
2459186.76422,2020-12-03.2609638,br,1.59,16.039,14.893,0.076,4.009,0.279,g
2459186.76543,2020-12-03.2621738,br,1.59,16.026,14.812,0.072,4.317,0.282,g
2459186.76666,2020-12-03.2634013,br,1.50,16.002,15.010,0.088,3.597,0.289,g
2459187.78736,2020-12-04.2841865,br,1.51,15.850,14.964,0.097,3.752,0.332,g
2459187.78858,2020-12-04.2854059,br,1.56,15.956,14.726,0.071,4.674,0.301,g
2459187.78980,2020-12-04.2866280,br,1.46,15.806,14.895,0.095,3.999,0.346,g
2459188.67299,2020-12-05.1698900,bF,1.49,16.273,15.006,0.068,3.611,0.225,g
2459188.67428,2020-12-05.1711797,bF,1.53,16.261,14.882,0.061,4.049,0.227,g
2459188.67558,2020-12-05.1724766,bF,1.55,16.315,14.910,0.060,3.946,0.216,g
2459189.79130,2020-12-06.2882884,br,1.48,16.139,14.939,0.073,3.841,0.254,g
2459189.79251,2020-12-06.2895033,br,1.45,16.090,14.917,0.074,3.919,0.266,g
2459189.79375,2020-12-06.2907428,br,1.49,16.102,14.955,0.076,3.785,0.264,g
2459193.77606,2020-12-10.2734017,bB,1.99,17.218,14.916,0.026,3.924,0.095,g
