# BJD-2454833, Flux, Error
2.563216267668285582e+03 9.950923178333402896e-01 1.003514998511492024e-04
2.563236699746150407e+03 9.994593306473488203e-01 1.003514998511492024e-04
2.563257132024024031e+03 9.963670643946638261e-01 1.003514998511492024e-04
2.563277564200965571e+03 9.969615587536190260e-01 1.003514998511492024e-04
2.563297996276975027e+03 9.969107814286675140e-01 1.003514998511492024e-04
2.563318428552978730e+03 9.976116323417939524e-01 1.003514998511492024e-04
2.563338860728523287e+03 9.974330868506456893e-01 1.003514998511492024e-04
2.563359292803128483e+03 9.977694927083358145e-01 1.003514998511492024e-04
2.563379725077276817e+03 9.971813845310310009e-01 1.003514998511492024e-04
2.563400157150957966e+03 9.988273026877564353e-01 1.003514998511492024e-04
2.563420589324174216e+03 9.987359977246356157e-01 1.003514998511492024e-04
2.563441021596918290e+03 9.984604869522412107e-01 1.003514998511492024e-04
2.563461453668736794e+03 9.992612337049315840e-01 1.003514998511492024e-04
2.563481885840548784e+03 9.992736839507446733e-01 1.003514998511492024e-04
2.563502318111437489e+03 9.998526803715770406e-01 1.003514998511492024e-04
2.563522750181859010e+03 9.994238367079405494e-01 1.003514998511492024e-04
2.563543182351808355e+03 9.996447053908281699e-01 1.003514998511492024e-04
2.563563614621300076e+03 9.992480035710455955e-01 1.003514998511492024e-04
2.563584046789859713e+03 9.996138433066943385e-01 1.003514998511492024e-04
2.563604478858411312e+03 9.988785259698426122e-01 1.003514998511492024e-04
2.563624911126040388e+03 9.984112958460877874e-01 1.003514998511492024e-04
2.563645343293203041e+03 9.984789773139177704e-01 1.003514998511492024e-04
2.563665775359891995e+03 9.975680080790851889e-01 1.003514998511492024e-04
2.563686207626124087e+03 9.986756186887301157e-01 1.003514998511492024e-04
2.563706639791424095e+03 9.981321894714214604e-01 1.003514998511492024e-04
2.563727071856716066e+03 9.977848256235093416e-01 1.003514998511492024e-04
2.563747504121085512e+03 9.982080352992989125e-01 1.003514998511492024e-04
2.563767936284988536e+03 9.980318197608633035e-01 1.003514998511492024e-04
2.563788368348417862e+03 9.973290157359877561e-01 1.003514998511492024e-04
2.563808800611390325e+03 9.974357530719073495e-01 1.003514998511492024e-04
2.563829232773896365e+03 9.980822694038117282e-01 1.003514998511492024e-04
2.563849664835463045e+03 9.971672756681116967e-01 1.003514998511492024e-04
2.563870097097038524e+03 9.968208054538375551e-01 1.003514998511492024e-04
2.563890529257681919e+03 9.977936681701908839e-01 1.003514998511492024e-04
2.563910961417852377e+03 9.976409402731442055e-01 1.003514998511492024e-04
2.563931393577564450e+03 9.976438762693395912e-01 1.003514998511492024e-04
2.563951825736345199e+03 9.972212230321819693e-01 1.003514998511492024e-04
2.563972257895118673e+03 9.976228819798335090e-01 1.003514998511492024e-04
2.563992690052968101e+03 9.973853285684304293e-01 1.003514998511492024e-04
2.564013122210817528e+03 9.976941628336152279e-01 1.003514998511492024e-04
2.564033554467729118e+03 9.977806995597281459e-01 1.003514998511492024e-04
2.564053986624181562e+03 9.982057871375157321e-01 1.003514998511492024e-04
2.564074418680167582e+03 9.984424033021238598e-01 1.003514998511492024e-04
2.564094850935216527e+03 9.986596996140394422e-01 1.003514998511492024e-04
2.564115282990271226e+03 9.973819634315289617e-01 1.003514998511492024e-04
2.564135715144395363e+03 9.953377326344083897e-01 1.003514998511492024e-04
2.564156147398047324e+03 9.981211820813375990e-01 1.003514998511492024e-04
2.564176579451239377e+03 9.981390299767288754e-01 1.003514998511492024e-04
2.564197011603966530e+03 9.984919007148286285e-01 1.003514998511492024e-04
2.564217443856221507e+03 9.987789273326614925e-01 1.003514998511492024e-04
2.564237875908016576e+03 9.987483513977606364e-01 1.003514998511492024e-04
2.564258308058881084e+03 9.991207428624016007e-01 1.003514998511492024e-04
2.564278740309273417e+03 9.992172832568851915e-01 1.003514998511492024e-04
2.564299172359671502e+03 9.995389159312340066e-01 1.003514998511492024e-04
2.564319604509139026e+03 9.990954381780510207e-01 1.003514998511492024e-04
2.564340036757668713e+03 9.987266018037983528e-01 1.003514998511492024e-04
2.564360468806204153e+03 9.987328831397217499e-01 1.003514998511492024e-04
2.564380900954274694e+03 9.991119621420142538e-01 1.003514998511492024e-04
2.564401333201407397e+03 9.994451584628286644e-01 1.003514998511492024e-04
2.564421765348080953e+03 9.985800394043511385e-01 1.003514998511492024e-04
2.564442197394753748e+03 9.993449529785537466e-01 1.003514998511492024e-04
2.564462629640489467e+03 9.986894911334823766e-01 1.003514998511492024e-04
2.564483061785300379e+03 9.983781789169910992e-01 1.003514998511492024e-04
2.564503493830110529e+03 9.982894503101410466e-01 1.003514998511492024e-04
2.564523926074449264e+03 9.993521356492299779e-01 1.003514998511492024e-04
2.564544358217863191e+03 9.985009822336742280e-01 1.003514998511492024e-04
2.564564790260810696e+03 9.980592337356406496e-01 1.003514998511492024e-04
2.564585222503752448e+03 9.980297132111253244e-01 1.003514998511492024e-04
2.564605654645769391e+03 9.992011959970500401e-01 1.003514998511492024e-04
2.564626086686854251e+03 9.983198122483148973e-01 1.003514998511492024e-04
2.564646518927933357e+03 9.984159764457549713e-01 1.003514998511492024e-04
2.564666951068553317e+03 9.973128222404961107e-01 1.003514998511492024e-04
2.564687383108241193e+03 9.972938718198796071e-01 1.003514998511492024e-04
2.564707815347457654e+03 9.978190328201856918e-01 1.003514998511492024e-04
2.564728247486680630e+03 9.970311848251208753e-01 1.003514998511492024e-04
2.564748679624972283e+03 9.974205516391837500e-01 1.003514998511492024e-04
2.564769111762325338e+03 9.981514523258288030e-01 1.003514998511492024e-04
2.564789543899685668e+03 9.978433125547991889e-01 1.003514998511492024e-04
2.564809976036573062e+03 9.976039041531552520e-01 1.003514998511492024e-04
2.564830408172536409e+03 9.978346737826705448e-01 1.003514998511492024e-04
2.564850840308499755e+03 9.977459783958333439e-01 1.003514998511492024e-04
2.564871272543525265e+03 9.980862705991813133e-01 1.003514998511492024e-04
2.564891704678091628e+03 7.642144715098944108e-01 1.003514998511492024e-04
2.564912136712191568e+03 9.975738349365154134e-01 1.003514998511492024e-04
2.564932568845819333e+03 9.976383052799826512e-01 1.003514998511492024e-04
2.564953000978523050e+03 9.982007726244916945e-01 1.003514998511492024e-04
2.564973433111226768e+03 9.974320900954957159e-01 1.003514998511492024e-04
2.564993865342992649e+03 9.976666133317612095e-01 1.003514998511492024e-04
2.565014297374298621e+03 9.979234403854408963e-01 1.003514998511492024e-04
2.565034729505139694e+03 9.973868407036493577e-01 1.003514998511492024e-04
2.565055161735508591e+03 9.979653849529275256e-01 1.003514998511492024e-04
2.565075593765417580e+03 9.972624981482491879e-01 1.003514998511492024e-04
2.565096025894861668e+03 9.969986043758830574e-01 1.003514998511492024e-04
2.565116458123367920e+03 9.974537159232884642e-01 1.003514998511492024e-04
2.565136890151879925e+03 9.972030076208449056e-01 1.003514998511492024e-04
2.565157322279461368e+03 9.974836633393612262e-01 1.003514998511492024e-04
2.565177754506570636e+03 9.982733255868676547e-01 1.003514998511492024e-04
2.565198186533219996e+03 9.972047486418428308e-01 1.003514998511492024e-04
2.565218618659404456e+03 9.975110683155318236e-01 1.003514998511492024e-04
2.565239050885116740e+03 9.994277896871868183e-01 1.003514998511492024e-04
2.565259483010369877e+03 9.981126868409675446e-01 1.003514998511492024e-04
2.565279915034690930e+03 9.970474655720990009e-01 1.003514998511492024e-04
2.565300347259006230e+03 9.969865456012936278e-01 1.003514998511492024e-04
2.565320779382396722e+03 9.972281497663499916e-01 1.003514998511492024e-04
2.565341211405320792e+03 9.978559413392603661e-01 1.003514998511492024e-04
2.565361643627773446e+03 9.976744390269410845e-01 1.003514998511492024e-04
2.565382075749766955e+03 9.984625912998514874e-01 1.003514998511492024e-04
2.565402507771294040e+03 9.973352667489466805e-01 1.003514998511492024e-04
2.565422939991884050e+03 9.979305164932605887e-01 1.003514998511492024e-04
2.565443372112480574e+03 9.978134826923918954e-01 1.003514998511492024e-04
2.565463804132145015e+03 9.993448615928763878e-01 1.003514998511492024e-04
2.565484236351803702e+03 9.984650895096907064e-01 1.003514998511492024e-04
2.565504668470537581e+03 9.975452484233070516e-01 1.003514998511492024e-04
2.565525100488805037e+03 9.975960167980562066e-01 1.003514998511492024e-04
2.565545532706601080e+03 9.977872593958628800e-01 1.003514998511492024e-04
2.565565964823472314e+03 9.987591224830318914e-01 1.003514998511492024e-04
2.565586396940343548e+03 9.986647130043507792e-01 1.003514998511492024e-04
2.565606829056276183e+03 9.976268597393808113e-01 1.003514998511492024e-04
2.565627261172216095e+03 9.981553468035340160e-01 1.003514998511492024e-04
2.565647693287224683e+03 9.996412151831906012e-01 1.003514998511492024e-04
2.565668125401760335e+03 9.982491192277088699e-01 1.003514998511492024e-04
2.565688557515837601e+03 9.989656460383403713e-01 1.003514998511492024e-04
2.565708989729449968e+03 1.001184413475760371e+00 1.003514998511492024e-04
2.565729421742587874e+03 9.982491961772954614e-01 1.003514998511492024e-04
2.565749853855268157e+03 9.989321079708528561e-01 1.003514998511492024e-04
2.565770285967017116e+03 9.991606722145546238e-01 1.003514998511492024e-04
2.565790718078758800e+03 9.982893678733191223e-01 1.003514998511492024e-04
2.565811150189576438e+03 9.987246706029967447e-01 1.003514998511492024e-04
2.565831582399929175e+03 9.986592427463074628e-01 1.003514998511492024e-04
2.565852014409807452e+03 9.982592106969007117e-01 1.003514998511492024e-04
2.565872446519228106e+03 9.990111802997222457e-01 1.003514998511492024e-04
2.565892878728176584e+03 9.992495577557464204e-01 1.003514998511492024e-04
2.565913310736665153e+03 9.993000776176887978e-01 1.003514998511492024e-04
2.565933742844223161e+03 9.991418600369198488e-01 1.003514998511492024e-04
2.565954175051781931e+03 9.988950177388552509e-01 1.003514998511492024e-04
2.565974607058400579e+03 9.994431053312878843e-01 1.003514998511492024e-04
2.565995039164561604e+03 9.990571509393271210e-01 1.003514998511492024e-04
2.566015471370716114e+03 9.992953655066320051e-01 1.003514998511492024e-04
2.566035903375945054e+03 9.989009939808277672e-01 1.003514998511492024e-04
2.566056335480709095e+03 9.991084096439585283e-01 1.003514998511492024e-04
2.566076767684542574e+03 9.988918608363202001e-01 1.003514998511492024e-04
2.566097199788368016e+03 9.997471546658400765e-01 1.003514998511492024e-04
2.566117631791734311e+03 1.000456830030876709e+00 1.003514998511492024e-04
2.566138063994163531e+03 1.000857385211379347e+00 1.003514998511492024e-04
2.566158496096133604e+03 9.985446303991778461e-01 1.003514998511492024e-04
2.566178928098102915e+03 1.000195940753600743e+00 1.003514998511492024e-04
2.566199360299142427e+03 9.998559924116033892e-01 1.003514998511492024e-04
2.566219792399708240e+03 9.985985009348712360e-01 1.003514998511492024e-04
2.566240224399814906e+03 9.985418280588921336e-01 1.003514998511492024e-04
2.566260656599450158e+03 9.999920384774957371e-01 1.003514998511492024e-04
2.566281088698160602e+03 1.000122984121602387e+00 1.003514998511492024e-04
2.566301520696870284e+03 1.000091815235664372e+00 1.003514998511492024e-04
2.566321952894650167e+03 9.991952199175950788e-01 1.003514998511492024e-04
2.566342384992422012e+03 9.992571707573639772e-01 1.003514998511492024e-04
2.566362816989269049e+03 9.997284894191490467e-01 1.003514998511492024e-04
2.566383249185644672e+03 9.993221841103590020e-01 1.003514998511492024e-04
2.566403681281561148e+03 9.996843206693821760e-01 1.003514998511492024e-04
2.566424113377011963e+03 9.995226614863574888e-01 1.003514998511492024e-04
2.566444545471997117e+03 9.995858945275336582e-01 1.003514998511492024e-04
2.566464977566509333e+03 9.993464566182828079e-01 1.003514998511492024e-04
2.566485409560096741e+03 9.998567524572803400e-01 1.003514998511492024e-04
2.566505841753678396e+03 9.990523636900094928e-01 1.003514998511492024e-04
2.566526273846335243e+03 9.989114902718552180e-01 1.003514998511492024e-04
2.566546705938526429e+03 9.988426749938484894e-01 1.003514998511492024e-04
2.566567138030717615e+03 1.000042136029072326e+00 1.003514998511492024e-04
2.566587570121970202e+03 9.981748655402102877e-01 1.003514998511492024e-04
2.566608002212764404e+03 9.994691125410399835e-01 1.003514998511492024e-04
2.566628434303085669e+03 9.998112507281310402e-01 1.003514998511492024e-04
2.566648866392482887e+03 9.991237044846872362e-01 1.003514998511492024e-04
2.566669298581880867e+03 9.987364554227957658e-01 1.003514998511492024e-04
2.566689730570811662e+03 9.980725696995857987e-01 1.003514998511492024e-04
2.566710162658804620e+03 9.988885611447240187e-01 1.003514998511492024e-04
2.566730594846339955e+03 9.984668930665253628e-01 1.003514998511492024e-04
2.566751026833866490e+03 1.001869447243866285e+00 1.003514998511492024e-04
2.566771458920469740e+03 9.985146941641899199e-01 1.003514998511492024e-04
2.566791891106608091e+03 1.005470188090810346e+00 1.003514998511492024e-04
2.566812323092279257e+03 9.991793241838085038e-01 1.003514998511492024e-04
2.566832755177478248e+03 9.989737237401946635e-01 1.003514998511492024e-04
2.566853187362219614e+03 7.542612381447162395e-01 1.003514998511492024e-04
2.566873619346020860e+03 9.989276354674444525e-01 1.003514998511492024e-04
2.566894051429830142e+03 9.989535101254058969e-01 1.003514998511492024e-04
2.566914483612708864e+03 9.993007089405613330e-01 1.003514998511492024e-04
2.566934915695579548e+03 9.990203402706077096e-01 1.003514998511492024e-04
2.566955347677525424e+03 9.986079519259614123e-01 1.003514998511492024e-04
2.566975779859007162e+03 9.985879546009155394e-01 1.003514998511492024e-04
