# BJD-2454833, Flux, Error
2.562174225563474465e+03 9.967687226442428772e-01 1.003514998511482266e-04
2.562215090074627369e+03 9.983509790048776811e-01 1.003514998511482266e-04
2.562235522279508587e+03 9.978144661514908309e-01 1.003514998511482266e-04
2.562255954483924143e+03 9.980058770869054685e-01 1.003514998511482266e-04
2.562276386687866761e+03 9.973512645963811263e-01 1.003514998511482266e-04
2.562296818890885334e+03 9.976047966220327190e-01 1.003514998511482266e-04
2.562317251093903906e+03 9.980127754406208362e-01 1.003514998511482266e-04
2.562337683295983879e+03 9.978712362975450390e-01 1.003514998511482266e-04
2.562358115497605468e+03 9.982362256086907415e-01 1.003514998511482266e-04
2.562378547798289219e+03 9.986925604169881732e-01 1.003514998511482266e-04
2.562398979898978723e+03 9.973362265046277209e-01 1.003514998511482266e-04
2.562419412098737666e+03 9.974874761932234213e-01 1.003514998511482266e-04
2.562460276496851293e+03 9.969168204845874071e-01 1.003514998511482266e-04
2.562480708795214014e+03 9.959860272182166074e-01 1.003514998511482266e-04
2.562501140993103036e+03 9.984422157947074883e-01 1.003514998511482266e-04
2.562521573090067250e+03 9.977069467673312930e-01 1.003514998511482266e-04
2.562542005387032987e+03 9.968823023576802722e-01 1.003514998511482266e-04
2.562582869678626594e+03 9.968184952247083341e-01 1.003514998511482266e-04
2.562603301973264024e+03 9.973221855575568062e-01 1.003514998511482266e-04
2.562623734167893417e+03 9.974440018145140918e-01 1.003514998511482266e-04
2.562644166261598002e+03 9.971688077863910538e-01 1.003514998511482266e-04
2.562705462839912798e+03 9.960925783788868726e-01 1.003514998511482266e-04
2.562725895131756261e+03 9.956525034770290494e-01 1.003514998511482266e-04
2.562746327323126025e+03 9.967752163239518293e-01 1.003514998511482266e-04
2.562766759413570981e+03 9.962414704724738002e-01 1.003514998511482266e-04
2.562787191703551798e+03 9.956240491000794002e-01 1.003514998511482266e-04
2.562807623893066193e+03 9.973667910237947742e-01 1.003514998511482266e-04
2.562828055982106889e+03 9.969052649965504109e-01 1.003514998511482266e-04
2.562848488270225062e+03 9.955505168272543726e-01 1.003514998511482266e-04
2.562868920458335197e+03 9.960370119557065971e-01 1.003514998511482266e-04
2.562889352545520524e+03 9.953264739486272772e-01 1.003514998511482266e-04
2.562909784832241712e+03 9.968775528904686434e-01 1.003514998511482266e-04
2.562950649104277545e+03 9.961619068961070633e-01 1.003514998511482266e-04
2.562971081389136089e+03 9.959845501939112999e-01 1.003514998511482266e-04
2.562991513573986595e+03 9.964506579244514217e-01 1.003514998511482266e-04
2.563011945657912293e+03 9.958017327145916031e-01 1.003514998511482266e-04
2.563032377941373852e+03 9.949466757797934546e-01 1.003514998511482266e-04
2.563052810124368989e+03 9.948835934263388081e-01 1.003514998511482266e-04
2.563073242306891188e+03 9.960898609806495552e-01 1.003514998511482266e-04
2.563093674488489341e+03 9.955065540604338681e-01 1.003514998511482266e-04
2.563114106670080218e+03 9.951266945398514752e-01 1.003514998511482266e-04
2.563134538850747049e+03 9.961784127245276732e-01 1.003514998511482266e-04
2.563154971030948218e+03 9.954283970728685649e-01 1.003514998511482266e-04
2.563195835489481397e+03 9.962316755555374881e-01 1.003514998511482266e-04
2.563216267668285582e+03 9.950349549761996482e-01 1.003514998511482266e-04
2.563257132024024031e+03 9.963096280537835359e-01 1.003514998511482266e-04
2.563277564200965571e+03 9.969040881426569634e-01 1.003514998511482266e-04
2.563297996276975027e+03 9.968533137448032377e-01 1.003514998511482266e-04
2.563318428552978730e+03 9.975541242568431999e-01 1.003514998511482266e-04
2.563338860728523287e+03 9.973755890580862093e-01 1.003514998511482266e-04
2.563359292803128483e+03 9.977119755234036269e-01 1.003514998511482266e-04
2.563379725077276817e+03 9.971239012480440644e-01 1.003514998511482266e-04
2.563400157150957966e+03 9.987697245245594768e-01 1.003514998511482266e-04
2.563441021596918290e+03 9.984029299344177044e-01 1.003514998511482266e-04
2.563461453668736794e+03 9.992036305274495378e-01 1.003514998511482266e-04
2.563481885840548784e+03 9.992160800555586198e-01 1.003514998511482266e-04
2.563502318111437489e+03 9.997950430996999094e-01 1.003514998511482266e-04
2.563522750181859010e+03 9.993662241570842042e-01 1.003514998511482266e-04
2.563543182351808355e+03 9.995870801078277079e-01 1.003514998511482266e-04
2.563563614621300076e+03 9.991904011562248167e-01 1.003514998511482266e-04
2.563584046789859713e+03 9.995562198027623246e-01 1.003514998511482266e-04
2.563604478858411312e+03 9.988209448538404311e-01 1.003514998511482266e-04
2.563624911126040388e+03 9.983537416639232109e-01 1.003514998511482266e-04
2.563645343293203041e+03 9.984214192302032220e-01 1.003514998511482266e-04
2.563686207626124087e+03 9.986180492694731736e-01 1.003514998511482266e-04
2.563706639791424095e+03 9.980746513785571095e-01 1.003514998511482266e-04
2.563727071856716066e+03 9.977273075546995162e-01 1.003514998511482266e-04
2.563747504121085512e+03 9.981504928342439520e-01 1.003514998511482266e-04
2.563767936284988536e+03 9.979742874538876096e-01 1.003514998511482266e-04
2.563788368348417862e+03 9.972715239426871436e-01 1.003514998511482266e-04
2.563808800611390325e+03 9.973782551256515916e-01 1.003514998511482266e-04
2.563829232773896365e+03 9.980247341886278045e-01 1.003514998511482266e-04
2.563849664835463045e+03 9.971097931984410634e-01 1.003514998511482266e-04
2.563870097097038524e+03 9.967633429567070991e-01 1.003514998511482266e-04
2.563890529257681919e+03 9.977361495916456935e-01 1.003514998511482266e-04
2.563931393577564450e+03 9.975863663256629987e-01 1.003514998511482266e-04
2.563951825736345199e+03 9.971637374526741704e-01 1.003514998511482266e-04
2.563972257895118673e+03 9.975653732463888312e-01 1.003514998511482266e-04
2.563992690052968101e+03 9.973278335289336161e-01 1.003514998511482266e-04
2.564013122210817528e+03 9.976366499911311081e-01 1.003514998511482266e-04
2.564033554467729118e+03 9.977231817287683935e-01 1.003514998511482266e-04
2.564053986624181562e+03 9.981482448020577714e-01 1.003514998511482266e-04
2.564074418680167582e+03 9.983848473267461499e-01 1.003514998511482266e-04
2.564094850935216527e+03 9.986021311124497757e-01 1.003514998511482266e-04
2.564115282990271226e+03 9.973244685860179759e-01 1.003514998511482266e-04
2.564176579451239377e+03 9.980814914895383971e-01 1.003514998511482266e-04
2.564197011603966530e+03 9.984343418861347796e-01 1.003514998511482266e-04
2.564237875908016576e+03 9.986907777857711999e-01 1.003514998511482266e-04
2.564258308058881084e+03 9.990631477836215968e-01 1.003514998511482266e-04
2.564278740309273417e+03 9.991596826129602871e-01 1.003514998511482266e-04
2.564299172359671502e+03 9.994812967465478426e-01 1.003514998511482266e-04
2.564319604509139026e+03 9.990378445579788380e-01 1.003514998511482266e-04
2.564340036757668713e+03 9.986690294455807804e-01 1.003514998511482266e-04
2.564360468806204153e+03 9.986753104194118213e-01 1.003514998511482266e-04
2.564380900954274694e+03 9.990543675694055770e-01 1.003514998511482266e-04
2.564421765348080953e+03 9.985224754948351933e-01 1.003514998511482266e-04
2.564442197394753748e+03 9.992873449750101500e-01 1.003514998511482266e-04
2.564462629640489467e+03 9.986319209145377851e-01 1.003514998511482266e-04
2.564483061785300379e+03 9.983206266438772181e-01 1.003514998511482266e-04
2.564503493830110529e+03 9.982319031518553931e-01 1.003514998511482266e-04
2.564523926074449264e+03 9.992945272316359206e-01 1.003514998511482266e-04
2.564544358217863191e+03 9.984434228814692558e-01 1.003514998511482266e-04
2.564564790260810696e+03 9.980016998483655088e-01 1.003514998511482266e-04
2.564585222503752448e+03 9.979721810255833825e-01 1.003514998511482266e-04
2.564605654645769391e+03 9.991435962804875448e-01 1.003514998511482266e-04
2.564626086686854251e+03 9.982622633397921774e-01 1.003514998511482266e-04
2.564666951068553317e+03 9.972553313806820086e-01 1.003514998511482266e-04
2.564687383108241193e+03 9.972363820524769995e-01 1.003514998511482266e-04
2.564707815347457654e+03 9.977615127794758898e-01 1.003514998511482266e-04
2.564728247486680630e+03 9.969737102005108431e-01 1.003514998511482266e-04
2.564748679624972283e+03 9.973630545692261373e-01 1.003514998511482266e-04
2.564769111762325338e+03 9.980939131225424754e-01 1.003514998511482266e-04
2.564789543899685668e+03 9.977857911144654146e-01 1.003514998511482266e-04
2.564830408172536409e+03 9.977771528403254209e-01 1.003514998511482266e-04
2.564850840308499755e+03 9.976884625664016459e-01 1.003514998511482266e-04
2.564871272543525265e+03 9.980287351533454476e-01 1.003514998511482266e-04
2.564932568845819333e+03 9.975807956574500590e-01 1.003514998511482266e-04
2.564953000978523050e+03 9.981432305780990610e-01 1.003514998511482266e-04
2.564973433111226768e+03 9.973745923603949404e-01 1.003514998511482266e-04
2.564993865342992649e+03 9.976091020773892870e-01 1.003514998511482266e-04
2.565014297374298621e+03 9.978659143260770747e-01 1.003514998511482266e-04
2.565034729505139694e+03 9.973293455769843829e-01 1.003514998511482266e-04
2.565055161735508591e+03 9.979078564756371783e-01 1.003514998511482266e-04
2.565075593765417580e+03 9.972050101894058827e-01 1.003514998511482266e-04
2.565096025894861668e+03 9.969411316293979031e-01 1.003514998511482266e-04
2.565116458123367920e+03 9.973962169415503398e-01 1.003514998511482266e-04
2.565157322279461368e+03 9.974261626312813656e-01 1.003514998511482266e-04
2.565177754506570636e+03 9.982157793581041272e-01 1.003514998511482266e-04
2.565198186533219996e+03 9.971472640120138120e-01 1.003514998511482266e-04
2.565218618659404456e+03 9.974535660276712123e-01 1.003514998511482266e-04
2.565239050885116740e+03 9.993701769084578634e-01 1.003514998511482266e-04
2.565259483010369877e+03 9.980551498723472248e-01 1.003514998511482266e-04
2.565279915034690930e+03 9.969899900089728151e-01 1.003514998511482266e-04
2.565300347259006230e+03 9.969290735499457545e-01 1.003514998511482266e-04
2.565320779382396722e+03 9.971706637875453749e-01 1.003514998511482266e-04
2.565341211405320792e+03 9.977984191709307060e-01 1.003514998511482266e-04
2.565361643627773446e+03 9.976169273214510191e-01 1.003514998511482266e-04
2.565402507771294040e+03 9.972777745953016471e-01 1.003514998511482266e-04
2.565422939991884050e+03 9.978729900259891705e-01 1.003514998511482266e-04
2.565443372112480574e+03 9.977559629716233891e-01 1.003514998511482266e-04
2.565463804132145015e+03 9.992872535946009105e-01 1.003514998511482266e-04
2.565484236351803702e+03 9.984075322265492103e-01 1.003514998511482266e-04
2.565504668470537581e+03 9.974877441651079923e-01 1.003514998511482266e-04
2.565525100488805037e+03 9.975385096132753926e-01 1.003514998511482266e-04
2.565545532706601080e+03 9.977297411867562804e-01 1.003514998511482266e-04
2.565565964823472314e+03 9.987015482501349073e-01 1.003514998511482266e-04
2.565586396940343548e+03 9.986071442137604004e-01 1.003514998511482266e-04
2.565606829056276183e+03 9.975693507766351109e-01 1.003514998511482266e-04
2.565647693287224683e+03 9.995835901013858660e-01 1.003514998511482266e-04
2.565668125401760335e+03 9.981915743943393649e-01 1.003514998511482266e-04
2.565688557515837601e+03 9.989080599002352345e-01 1.003514998511482266e-04
2.565729421742587874e+03 9.981916513394901713e-01 1.003514998511482266e-04
2.565749853855268157e+03 9.988745237660752174e-01 1.003514998511482266e-04
2.565770285967017116e+03 9.991030748340166134e-01 1.003514998511482266e-04
2.565790718078758800e+03 9.982318207197856674e-01 1.003514998511482266e-04
2.565811150189576438e+03 9.986670983561047876e-01 1.003514998511482266e-04
2.565831582399929175e+03 9.986016742710542848e-01 1.003514998511482266e-04
2.565852014409807452e+03 9.982016652818007652e-01 1.003514998511482266e-04
2.565892878728176584e+03 9.991919552513334191e-01 1.003514998511482266e-04
2.565913310736665153e+03 9.992424722010196936e-01 1.003514998511482266e-04
2.565933742844223161e+03 9.990842637408241522e-01 1.003514998511482266e-04
2.565954175051781931e+03 9.988374356721724245e-01 1.003514998511482266e-04
2.565974607058400579e+03 9.993854916696770507e-01 1.003514998511482266e-04
2.565995039164561604e+03 9.989995595263521100e-01 1.003514998511482266e-04
2.566015471370716114e+03 9.992377603615961723e-01 1.003514998511482266e-04
2.566035903375945054e+03 9.988434115696399607e-01 1.003514998511482266e-04
2.566056335480709095e+03 9.990508152761362615e-01 1.003514998511482266e-04
2.566076767684542574e+03 9.988342789516194697e-01 1.003514998511482266e-04
2.566097199788368016e+03 9.996895234770728500e-01 1.003514998511482266e-04
2.566138063994163531e+03 1.000799690022524002e+00 1.003514998511482266e-04
2.566158496096133604e+03 9.984870685308410154e-01 1.003514998511482266e-04
2.566178928098102915e+03 1.000138283694216534e+00 1.003514998511482266e-04
2.566199360299142427e+03 9.997983549488012045e-01 1.003514998511482266e-04
2.566219792399708240e+03 9.985409359611262525e-01 1.003514998511482266e-04
2.566260656599450158e+03 9.999343931722141088e-01 1.003514998511482266e-04
2.566281088698160602e+03 1.000065331267859126e+00 1.003514998511482266e-04
2.566301520696870284e+03 1.000034164178675189e+00 1.003514998511482266e-04
2.566321952894650167e+03 9.991376205455283488e-01 1.003514998511482266e-04
2.566342384992422012e+03 9.991995678140936921e-01 1.003514998511482266e-04
2.566383249185644672e+03 9.992645774193442687e-01 1.003514998511482266e-04
2.566403681281561148e+03 9.996266931027287805e-01 1.003514998511482266e-04
2.566424113377011963e+03 9.994650432386712469e-01 1.003514998511482266e-04
2.566444545471997117e+03 9.995282726347304303e-01 1.003514998511482266e-04
2.566464977566509333e+03 9.992888485280607691e-01 1.003514998511482266e-04
2.566485409560096741e+03 9.997991149506646469e-01 1.003514998511482266e-04
2.566505841753678396e+03 9.989947725529991773e-01 1.003514998511482266e-04
2.566526273846335243e+03 9.988539072556006371e-01 1.003514998511482266e-04
2.566546705938526429e+03 9.987850959445031540e-01 1.003514998511482266e-04
2.566567138030717615e+03 9.999844878358790101e-01 1.003514998511482266e-04
2.566587570121970202e+03 9.981173249872513642e-01 1.003514998511482266e-04
2.566628434303085669e+03 9.997536158444974008e-01 1.003514998511482266e-04
2.566648866392482887e+03 9.990661092351822425e-01 1.003514998511482266e-04
2.566669298581880867e+03 9.986788824965588951e-01 1.003514998511482266e-04
2.566689730570811662e+03 9.980150350435488260e-01 1.003514998511482266e-04
2.566710162658804620e+03 9.988309794502364669e-01 1.003514998511482266e-04
2.566730594846339955e+03 9.984093356794165874e-01 1.003514998511482266e-04
2.566771458920469740e+03 9.984571340215502300e-01 1.003514998511482266e-04
2.566812323092279257e+03 9.991217257280633479e-01 1.003514998511482266e-04
2.566832755177478248e+03 9.989161371364443376e-01 1.003514998511482266e-04
2.566894051429830142e+03 9.988959246868848174e-01 1.003514998511482266e-04
2.566914483612708864e+03 9.992431034874992291e-01 1.003514998511482266e-04
2.566934915695579548e+03 9.989627509796117355e-01 1.003514998511482266e-04
2.566955347677525424e+03 9.985503864074067870e-01 1.003514998511482266e-04
2.566975779859007162e+03 9.985303902351220229e-01 1.003514998511482266e-04
2.566996211940480862e+03 9.988165423275859878e-01 1.003514998511482266e-04
2.567016643921029754e+03 9.996084964902537395e-01 1.003514998511482266e-04
2.567037076100648846e+03 9.993387235308912597e-01 1.003514998511482266e-04
2.567057508180259902e+03 9.991114082777605709e-01 1.003514998511482266e-04
2.567077940159411810e+03 9.997271490629965340e-01 1.003514998511482266e-04
2.567118804415847990e+03 9.988788281905344180e-01 1.003514998511482266e-04
2.567139236393602914e+03 9.994391666207068647e-01 1.003514998511482266e-04
2.567159668570428039e+03 9.993294251488767932e-01 1.003514998511482266e-04
2.567180100646779465e+03 9.992879582922048476e-01 1.003514998511482266e-04
2.567200532623137406e+03 1.000106743556383737e+00 1.003514998511482266e-04
2.567220964798565547e+03 9.990657903574017284e-01 1.003514998511482266e-04
2.567241396773519227e+03 9.996922648751280782e-01 1.003514998511482266e-04
2.567261828948016046e+03 9.997914675962230602e-01 1.003514998511482266e-04
2.567282261021580780e+03 9.994213361939857654e-01 1.003514998511482266e-04
2.567302692995144753e+03 9.988007415713253678e-01 1.003514998511482266e-04
2.567323125068236550e+03 9.994796530040693794e-01 1.003514998511482266e-04
2.567363989312565536e+03 9.997558709942615529e-01 1.003514998511482266e-04
2.567384421283801203e+03 9.984401307937043057e-01 1.003514998511482266e-04
2.567404853454572731e+03 9.996774780511057390e-01 1.003514998511482266e-04
2.567425285525336221e+03 9.988675904235804204e-01 1.003514998511482266e-04
2.567445717595175665e+03 9.992011587499398662e-01 1.003514998511482266e-04
2.567466149664549448e+03 9.990632026120845888e-01 1.003514998511482266e-04
2.567486581733450294e+03 9.996708005185374057e-01 1.003514998511482266e-04
2.567507013901893515e+03 9.987649583757199911e-01 1.003514998511482266e-04
2.567527445869403891e+03 9.996696207786087696e-01 1.003514998511482266e-04
2.567547877936907753e+03 9.987209385473669876e-01 1.003514998511482266e-04
2.567568310103953991e+03 9.997023683615363643e-01 1.003514998511482266e-04
2.567609174136174261e+03 9.990041088154301141e-01 1.003514998511482266e-04
2.567629606301357853e+03 9.994894968119673040e-01 1.003514998511482266e-04
2.567650038266074262e+03 9.987205971677495242e-01 1.003514998511482266e-04
2.567670470330784156e+03 1.000513833858687418e+00 1.003514998511482266e-04
2.567690902494570764e+03 9.980859450364154561e-01 1.003514998511482266e-04
2.567711334457890189e+03 9.991699036940255851e-01 1.003514998511482266e-04
2.567731766520737438e+03 1.000023461152709903e+00 1.003514998511482266e-04
2.567772630744584603e+03 9.987017015000769771e-01 1.003514998511482266e-04
2.567793062706034107e+03 9.997116557841092543e-01 1.003514998511482266e-04
2.567813494867026748e+03 9.990170720032416352e-01 1.003514998511482266e-04
2.567833926927087305e+03 9.990426466408111050e-01 1.003514998511482266e-04
2.567854358887139824e+03 9.988895125311951784e-01 1.003514998511482266e-04
2.567874791046269820e+03 9.985303667607872136e-01 1.003514998511482266e-04
2.567895223105399054e+03 9.992939374192294499e-01 1.003514998511482266e-04
2.567915655063588929e+03 9.993938937324228222e-01 1.003514998511482266e-04
2.567936087221321941e+03 1.000214783271182961e+00 1.003514998511482266e-04
2.567956519278588530e+03 9.996741821642545212e-01 1.003514998511482266e-04
2.567997383391717449e+03 9.992686749239458877e-01 1.003514998511482266e-04
2.568017815447587054e+03 9.994264165412409806e-01 1.003514998511482266e-04
2.568038247402982961e+03 9.999633225103562451e-01 1.003514998511482266e-04
2.568058679557456344e+03 9.984292956118850926e-01 1.003514998511482266e-04
2.568099543565927888e+03 9.987941905261592535e-01 1.003514998511482266e-04
2.568119975719004287e+03 9.996604861344297044e-01 1.003514998511482266e-04
2.568140407672079164e+03 9.989093118587756281e-01 1.003514998511482266e-04
